disease_name,year,week,week_date,male_count,female_count,total_count,sentinel_points,data_type
ヘルパンギーナ,2000,15,2000-W15,8,5,13,142,gender
流行性耳下腺炎,2000,15,2000-W15,23,36,59,142,gender
川崎病,2000,15,2000-W15,1,1,2,142,gender
インフルエンザ,2010,52,2010-W52,315,261,576,276,gender
RSウイルス感染症,2010,52,2010-W52,45,53,98,147,gender
咽頭結膜熱,2010,52,2010-W52,39,26,65,147,gender
Ａ群溶血性レンサ球菌咽頭炎,2010,52,2010-W52,97,89,186,147,gender
感染性胃腸炎,2010,52,2010-W52,571,553,1124,147,gender
水痘,2010,52,2010-W52,89,71,160,147,gender
手足口病,2010,52,2010-W52,8,4,12,147,gender
突発性発しん,2010,52,2010-W52,19,18,37,147,gender
ヘルパンギーナ,2010,52,2010-W52,1,2,3,147,gender
流行性耳下腺炎,2010,52,2010-W52,17,19,36,147,gender
川崎病,2010,52,2010-W52,2,0,2,147,gender
インフルエンザ,2012,21,2012-W21,30,27,57,414,gender
RSウイルス感染症,2012,21,2012-W21,14,16,30,261,gender
咽頭結膜熱,2012,21,2012-W21,77,48,125,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2012,21,2012-W21,536,446,982,261,gender
感染性胃腸炎,2012,21,2012-W21,1321,1117,2438,261,gender
水痘,2012,21,2012-W21,147,151,298,261,gender
手足口病,2012,21,2012-W21,28,34,62,261,gender
突発性発しん,2012,21,2012-W21,116,101,217,261,gender
ヘルパンギーナ,2012,21,2012-W21,19,7,26,261,gender
流行性耳下腺炎,2012,21,2012-W21,28,16,44,261,gender
川崎病,2012,21,2012-W21,2,2,4,261,gender
インフルエンザ,2014,26,2014-W26,3,4,7,414,gender
RSウイルス感染症,2014,26,2014-W26,18,12,30,264,gender
咽頭結膜熱,2014,26,2014-W26,131,112,243,264,gender
Ａ群溶血性レンサ球菌咽頭炎,2014,26,2014-W26,435,325,760,264,gender
感染性胃腸炎,2014,26,2014-W26,807,717,1524,264,gender
水痘,2014,26,2014-W26,123,124,247,264,gender
手足口病,2014,26,2014-W26,93,61,154,264,gender
突発性発しん,2014,26,2014-W26,109,108,217,264,gender
ヘルパンギーナ,2014,26,2014-W26,366,336,702,264,gender
流行性耳下腺炎,2014,26,2014-W26,49,30,79,264,gender
川崎病,2014,26,2014-W26,2,2,4,264,gender
インフルエンザ,2006,12,2006-W12,146,138,284,178,gender
RSウイルス感染症,2006,12,2006-W12,2,1,3,142,gender
咽頭結膜熱,2006,12,2006-W12,23,21,44,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2006,12,2006-W12,168,154,322,142,gender
感染性胃腸炎,2006,12,2006-W12,475,446,921,142,gender
水痘,2006,12,2006-W12,133,102,235,142,gender
手足口病,2006,12,2006-W12,0,3,3,142,gender
突発性発しん,2006,12,2006-W12,33,34,67,142,gender
ヘルパンギーナ,2006,12,2006-W12,6,5,11,142,gender
流行性耳下腺炎,2006,12,2006-W12,57,69,126,142,gender
川崎病,2006,12,2006-W12,0,0,0,142,gender
インフルエンザ,2023,1,2023-W01,792,683,1475,409,gender
RSウイルス感染症,2023,1,2023-W01,6,6,12,257,gender
咽頭結膜熱,2023,1,2023-W01,12,5,17,257,gender
Ａ群溶血性レンサ球菌咽頭炎,2023,1,2023-W01,12,16,28,257,gender
感染性胃腸炎,2023,1,2023-W01,646,566,1212,257,gender
水痘,2023,1,2023-W01,13,11,24,257,gender
手足口病,2023,1,2023-W01,8,5,13,257,gender
突発性発しん,2023,1,2023-W01,19,20,39,257,gender
ヘルパンギーナ,2023,1,2023-W01,3,0,3,257,gender
流行性耳下腺炎,2023,1,2023-W01,1,3,4,257,gender
川崎病,2023,1,2023-W01,2,0,2,257,gender
インフルエンザ,2009,31,2009-W31,153,124,277,286,gender
RSウイルス感染症,2009,31,2009-W31,3,4,7,148,gender
咽頭結膜熱,2009,31,2009-W31,22,17,39,148,gender
Ａ群溶血性レンサ球菌咽頭炎,2009,31,2009-W31,58,37,95,148,gender
感染性胃腸炎,2009,31,2009-W31,246,213,459,148,gender
水痘,2009,31,2009-W31,41,40,81,148,gender
手足口病,2009,31,2009-W31,158,135,293,148,gender
突発性発しん,2009,31,2009-W31,50,42,92,148,gender
ヘルパンギーナ,2009,31,2009-W31,140,117,257,148,gender
流行性耳下腺炎,2009,31,2009-W31,63,63,126,148,gender
川崎病,2009,31,2009-W31,0,2,2,148,gender
インフルエンザ,2018,18,2018-W18,43,53,96,405,gender
RSウイルス感染症,2018,18,2018-W18,23,18,41,253,gender
咽頭結膜熱,2018,18,2018-W18,42,26,68,253,gender
Ａ群溶血性レンサ球菌咽頭炎,2018,18,2018-W18,203,154,357,253,gender
感染性胃腸炎,2018,18,2018-W18,449,391,840,253,gender
水痘,2018,18,2018-W18,29,29,58,253,gender
手足口病,2018,18,2018-W18,9,6,15,253,gender
突発性発しん,2018,18,2018-W18,54,52,106,253,gender
ヘルパンギーナ,2018,18,2018-W18,6,2,8,253,gender
流行性耳下腺炎,2018,18,2018-W18,6,6,12,253,gender
川崎病,2018,18,2018-W18,3,0,3,253,gender
インフルエンザ,2015,48,2015-W48,43,32,75,411,gender
RSウイルス感染症,2015,48,2015-W48,163,147,310,260,gender
咽頭結膜熱,2015,48,2015-W48,54,44,98,260,gender
Ａ群溶血性レンサ球菌咽頭炎,2015,48,2015-W48,338,305,643,260,gender
感染性胃腸炎,2015,48,2015-W48,1036,938,1974,260,gender
水痘,2015,48,2015-W48,93,74,167,260,gender
手足口病,2015,48,2015-W48,37,19,56,260,gender
突発性発しん,2015,48,2015-W48,68,69,137,260,gender
ヘルパンギーナ,2015,48,2015-W48,5,8,13,260,gender
流行性耳下腺炎,2015,48,2015-W48,81,90,171,260,gender
川崎病,2015,48,2015-W48,1,2,3,260,gender
インフルエンザ,2011,8,2011-W08,3508,3359,6867,417,gender
RSウイルス感染症,2011,8,2011-W08,16,19,35,262,gender
咽頭結膜熱,2011,8,2011-W08,54,39,93,262,gender
Ａ群溶血性レンサ球菌咽頭炎,2011,8,2011-W08,416,367,783,262,gender
感染性胃腸炎,2011,8,2011-W08,1566,1388,2954,262,gender
水痘,2011,8,2011-W08,194,169,363,262,gender
手足口病,2011,8,2011-W08,4,6,10,262,gender
突発性発しん,2011,8,2011-W08,75,63,138,262,gender
ヘルパンギーナ,2011,8,2011-W08,1,3,4,262,gender
流行性耳下腺炎,2011,8,2011-W08,47,35,82,262,gender
川崎病,2011,8,2011-W08,4,1,5,262,gender
インフルエンザ,2001,34,2001-W34,0,0,0,178,gender
RSウイルス感染症,2001,34,2001-W34,0,0,0,142,gender
咽頭結膜熱,2001,34,2001-W34,10,10,20,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2001,34,2001-W34,9,10,19,142,gender
感染性胃腸炎,2001,34,2001-W34,116,88,204,142,gender
水痘,2001,34,2001-W34,19,28,47,142,gender
手足口病,2001,34,2001-W34,15,12,27,142,gender
突発性発しん,2001,34,2001-W34,44,34,78,142,gender
ヘルパンギーナ,2001,34,2001-W34,41,24,65,142,gender
流行性耳下腺炎,2001,34,2001-W34,66,51,117,142,gender
川崎病,2001,34,2001-W34,1,0,1,142,gender
インフルエンザ,2020,48,2020-W48,2,2,4,408,gender
RSウイルス感染症,2020,48,2020-W48,4,2,6,258,gender
咽頭結膜熱,2020,48,2020-W48,23,16,39,258,gender
Ａ群溶血性レンサ球菌咽頭炎,2020,48,2020-W48,48,39,87,258,gender
感染性胃腸炎,2020,48,2020-W48,334,281,615,258,gender
水痘,2020,48,2020-W48,25,33,58,258,gender
手足口病,2020,48,2020-W48,1,7,8,258,gender
突発性発しん,2020,48,2020-W48,53,61,114,258,gender
ヘルパンギーナ,2020,48,2020-W48,4,8,12,258,gender
流行性耳下腺炎,2020,48,2020-W48,6,4,10,258,gender
川崎病,2020,48,2020-W48,0,0,0,258,gender
インフルエンザ,2014,4,2014-W04,6321,5996,12317,415,gender
RSウイルス感染症,2014,4,2014-W04,48,37,85,262,gender
咽頭結膜熱,2014,4,2014-W04,29,28,57,262,gender
Ａ群溶血性レンサ球菌咽頭炎,2014,4,2014-W04,330,292,622,262,gender
感染性胃腸炎,2014,4,2014-W04,1707,1690,3397,262,gender
水痘,2014,4,2014-W04,163,135,298,262,gender
手足口病,2014,4,2014-W04,5,4,9,262,gender
突発性発しん,2014,4,2014-W04,61,57,118,262,gender
ヘルパンギーナ,2014,4,2014-W04,4,0,4,262,gender
流行性耳下腺炎,2014,4,2014-W04,18,16,34,262,gender
川崎病,2014,4,2014-W04,4,1,5,262,gender
インフルエンザ,2003,47,2003-W47,6,6,12,178,gender
RSウイルス感染症,2003,47,2003-W47,1,1,2,142,gender
咽頭結膜熱,2003,47,2003-W47,9,9,18,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2003,47,2003-W47,65,49,114,142,gender
感染性胃腸炎,2003,47,2003-W47,666,612,1278,142,gender
水痘,2003,47,2003-W47,73,90,163,142,gender
手足口病,2003,47,2003-W47,22,20,42,142,gender
突発性発しん,2003,47,2003-W47,41,49,90,142,gender
ヘルパンギーナ,2003,47,2003-W47,5,6,11,142,gender
流行性耳下腺炎,2003,47,2003-W47,9,8,17,142,gender
川崎病,2003,47,2003-W47,0,0,0,142,gender
インフルエンザ,2021,26,2021-W26,0,0,0,412,gender
RSウイルス感染症,2021,26,2021-W26,818,763,1581,259,gender
咽頭結膜熱,2021,26,2021-W26,27,39,66,259,gender
Ａ群溶血性レンサ球菌咽頭炎,2021,26,2021-W26,34,33,67,259,gender
感染性胃腸炎,2021,26,2021-W26,517,432,949,259,gender
水痘,2021,26,2021-W26,19,4,23,259,gender
手足口病,2021,26,2021-W26,12,10,22,259,gender
突発性発しん,2021,26,2021-W26,46,50,96,259,gender
ヘルパンギーナ,2021,26,2021-W26,12,18,30,259,gender
流行性耳下腺炎,2021,26,2021-W26,11,4,15,259,gender
川崎病,2021,26,2021-W26,3,1,4,259,gender
インフルエンザ,2002,29,2002-W29,0,0,0,178,gender
RSウイルス感染症,2002,29,2002-W29,0,0,0,142,gender
咽頭結膜熱,2002,29,2002-W29,11,6,17,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2002,29,2002-W29,35,15,50,142,gender
感染性胃腸炎,2002,29,2002-W29,138,119,257,142,gender
水痘,2002,29,2002-W29,70,47,117,142,gender
手足口病,2002,29,2002-W29,178,146,324,142,gender
突発性発しん,2002,29,2002-W29,49,35,84,142,gender
ヘルパンギーナ,2002,29,2002-W29,290,244,534,142,gender
流行性耳下腺炎,2002,29,2002-W29,44,41,85,142,gender
川崎病,2002,29,2002-W29,2,0,2,142,gender
インフルエンザ,2007,33,2007-W33,0,0,0,255,gender
RSウイルス感染症,2007,33,2007-W33,0,0,0,130,gender
咽頭結膜熱,2007,33,2007-W33,17,8,25,130,gender
Ａ群溶血性レンサ球菌咽頭炎,2007,33,2007-W33,36,29,65,130,gender
感染性胃腸炎,2007,33,2007-W33,158,137,295,130,gender
水痘,2007,33,2007-W33,30,21,51,130,gender
手足口病,2007,33,2007-W33,80,78,158,130,gender
突発性発しん,2007,33,2007-W33,30,33,63,130,gender
ヘルパンギーナ,2007,33,2007-W33,146,122,268,130,gender
流行性耳下腺炎,2007,33,2007-W33,10,7,17,130,gender
川崎病,2007,33,2007-W33,1,0,1,130,gender
インフルエンザ,2008,10,2008-W10,415,434,849,286,gender
RSウイルス感染症,2008,10,2008-W10,10,3,13,150,gender
咽頭結膜熱,2008,10,2008-W10,14,12,26,150,gender
Ａ群溶血性レンサ球菌咽頭炎,2008,10,2008-W10,210,177,387,150,gender
感染性胃腸炎,2008,10,2008-W10,1228,1109,2337,150,gender
水痘,2008,10,2008-W10,96,83,179,150,gender
手足口病,2008,10,2008-W10,1,2,3,150,gender
突発性発しん,2008,10,2008-W10,44,37,81,150,gender
ヘルパンギーナ,2008,10,2008-W10,0,1,1,150,gender
流行性耳下腺炎,2008,10,2008-W10,36,23,59,150,gender
川崎病,2008,10,2008-W10,1,1,2,150,gender
インフルエンザ,2005,40,2005-W40,5,2,7,178,gender
RSウイルス感染症,2005,40,2005-W40,10,9,19,142,gender
咽頭結膜熱,2005,40,2005-W40,15,8,23,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2005,40,2005-W40,53,43,96,142,gender
感染性胃腸炎,2005,40,2005-W40,200,167,367,142,gender
水痘,2005,40,2005-W40,17,29,46,142,gender
手足口病,2005,40,2005-W40,21,12,33,142,gender
突発性発しん,2005,40,2005-W40,50,40,90,142,gender
ヘルパンギーナ,2005,40,2005-W40,27,22,49,142,gender
流行性耳下腺炎,2005,40,2005-W40,81,64,145,142,gender
川崎病,2005,40,2005-W40,0,0,0,142,gender
インフルエンザ,2019,39,2019-W39,206,196,402,414,gender
RSウイルス感染症,2019,39,2019-W39,218,172,390,260,gender
咽頭結膜熱,2019,39,2019-W39,37,34,71,260,gender
Ａ群溶血性レンサ球菌咽頭炎,2019,39,2019-W39,217,173,390,260,gender
感染性胃腸炎,2019,39,2019-W39,448,340,788,260,gender
水痘,2019,39,2019-W39,36,35,71,260,gender
手足口病,2019,39,2019-W39,357,325,682,260,gender
突発性発しん,2019,39,2019-W39,71,70,141,260,gender
ヘルパンギーナ,2019,39,2019-W39,128,120,248,260,gender
流行性耳下腺炎,2019,39,2019-W39,13,7,20,260,gender
川崎病,2019,39,2019-W39,5,1,6,260,gender
インフルエンザ,2003,3,2003-W03,1499,1447,2946,178,gender
RSウイルス感染症,2003,3,2003-W03,0,0,0,142,gender
咽頭結膜熱,2003,3,2003-W03,6,5,11,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2003,3,2003-W03,34,27,61,142,gender
感染性胃腸炎,2003,3,2003-W03,401,398,799,142,gender
水痘,2003,3,2003-W03,70,62,132,142,gender
手足口病,2003,3,2003-W03,3,3,6,142,gender
突発性発しん,2003,3,2003-W03,27,31,58,142,gender
ヘルパンギーナ,2003,3,2003-W03,1,1,2,142,gender
流行性耳下腺炎,2003,3,2003-W03,20,10,30,142,gender
川崎病,2003,3,2003-W03,2,0,2,142,gender
インフルエンザ,2009,40,2009-W40,1490,1326,2816,289,gender
RSウイルス感染症,2009,40,2009-W40,8,5,13,149,gender
咽頭結膜熱,2009,40,2009-W40,2,2,4,149,gender
Ａ群溶血性レンサ球菌咽頭炎,2009,40,2009-W40,53,34,87,149,gender
感染性胃腸炎,2009,40,2009-W40,180,147,327,149,gender
水痘,2009,40,2009-W40,37,23,60,149,gender
手足口病,2009,40,2009-W40,39,26,65,149,gender
突発性発しん,2009,40,2009-W40,49,55,104,149,gender
ヘルパンギーナ,2009,40,2009-W40,17,22,39,149,gender
流行性耳下腺炎,2009,40,2009-W40,62,45,107,149,gender
川崎病,2009,40,2009-W40,1,0,1,149,gender
インフルエンザ,2004,10,2004-W10,130,152,282,178,gender
RSウイルス感染症,2004,10,2004-W10,3,5,8,142,gender
咽頭結膜熱,2004,10,2004-W10,9,5,14,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2004,10,2004-W10,101,89,190,142,gender
感染性胃腸炎,2004,10,2004-W10,623,631,1254,142,gender
水痘,2004,10,2004-W10,107,85,192,142,gender
手足口病,2004,10,2004-W10,0,1,1,142,gender
突発性発しん,2004,10,2004-W10,30,22,52,142,gender
ヘルパンギーナ,2004,10,2004-W10,2,1,3,142,gender
流行性耳下腺炎,2004,10,2004-W10,20,10,30,142,gender
川崎病,2004,10,2004-W10,0,1,1,142,gender
インフルエンザ,2015,39,2015-W39,8,8,16,411,gender
RSウイルス感染症,2015,39,2015-W39,120,89,209,260,gender
咽頭結膜熱,2015,39,2015-W39,22,25,47,260,gender
Ａ群溶血性レンサ球菌咽頭炎,2015,39,2015-W39,88,87,175,260,gender
感染性胃腸炎,2015,39,2015-W39,282,235,517,260,gender
水痘,2015,39,2015-W39,42,31,73,260,gender
手足口病,2015,39,2015-W39,342,252,594,260,gender
突発性発しん,2015,39,2015-W39,56,37,93,260,gender
ヘルパンギーナ,2015,39,2015-W39,55,34,89,260,gender
流行性耳下腺炎,2015,39,2015-W39,48,30,78,260,gender
川崎病,2015,39,2015-W39,1,0,1,260,gender
インフルエンザ,2016,24,2016-W24,6,13,19,413,gender
RSウイルス感染症,2016,24,2016-W24,7,4,11,260,gender
咽頭結膜熱,2016,24,2016-W24,119,119,238,260,gender
Ａ群溶血性レンサ球菌咽頭炎,2016,24,2016-W24,465,375,840,260,gender
感染性胃腸炎,2016,24,2016-W24,906,824,1730,260,gender
水痘,2016,24,2016-W24,61,52,113,260,gender
手足口病,2016,24,2016-W24,52,51,103,260,gender
突発性発しん,2016,24,2016-W24,77,85,162,260,gender
ヘルパンギーナ,2016,24,2016-W24,125,101,226,260,gender
流行性耳下腺炎,2016,24,2016-W24,84,75,159,260,gender
川崎病,2016,24,2016-W24,4,1,5,260,gender
インフルエンザ,2010,23,2010-W23,8,5,13,285,gender
RSウイルス感染症,2010,23,2010-W23,1,4,5,149,gender
咽頭結膜熱,2010,23,2010-W23,29,30,59,149,gender
Ａ群溶血性レンサ球菌咽頭炎,2010,23,2010-W23,192,159,351,149,gender
感染性胃腸炎,2010,23,2010-W23,589,488,1077,149,gender
水痘,2010,23,2010-W23,146,156,302,149,gender
手足口病,2010,23,2010-W23,71,51,122,149,gender
突発性発しん,2010,23,2010-W23,40,51,91,149,gender
ヘルパンギーナ,2010,23,2010-W23,92,66,158,149,gender
流行性耳下腺炎,2010,23,2010-W23,74,70,144,149,gender
川崎病,2010,23,2010-W23,1,1,2,149,gender
インフルエンザ,2012,50,2012-W50,242,225,467,418,gender
RSウイルス感染症,2012,50,2012-W50,77,58,135,263,gender
咽頭結膜熱,2012,50,2012-W50,106,78,184,263,gender
Ａ群溶血性レンサ球菌咽頭炎,2012,50,2012-W50,336,310,646,263,gender
感染性胃腸炎,2012,50,2012-W50,3547,3326,6873,263,gender
水痘,2012,50,2012-W50,181,200,381,263,gender
手足口病,2012,50,2012-W50,63,44,107,263,gender
突発性発しん,2012,50,2012-W50,75,61,136,263,gender
ヘルパンギーナ,2012,50,2012-W50,7,9,16,263,gender
流行性耳下腺炎,2012,50,2012-W50,29,30,59,263,gender
川崎病,2012,50,2012-W50,1,2,3,263,gender
インフルエンザ,2021,18,2021-W18,0,0,0,404,gender
RSウイルス感染症,2021,18,2021-W18,29,29,58,258,gender
咽頭結膜熱,2021,18,2021-W18,12,10,22,258,gender
Ａ群溶血性レンサ球菌咽頭炎,2021,18,2021-W18,30,22,52,258,gender
感染性胃腸炎,2021,18,2021-W18,247,273,520,258,gender
水痘,2021,18,2021-W18,16,11,27,258,gender
手足口病,2021,18,2021-W18,2,3,5,258,gender
突発性発しん,2021,18,2021-W18,46,39,85,258,gender
ヘルパンギーナ,2021,18,2021-W18,1,2,3,258,gender
流行性耳下腺炎,2021,18,2021-W18,5,6,11,258,gender
川崎病,2021,18,2021-W18,1,1,2,258,gender
インフルエンザ,2002,17,2002-W17,4,3,7,178,gender
RSウイルス感染症,2002,17,2002-W17,0,0,0,142,gender
咽頭結膜熱,2002,17,2002-W17,1,2,3,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2002,17,2002-W17,44,45,89,142,gender
感染性胃腸炎,2002,17,2002-W17,283,239,522,142,gender
水痘,2002,17,2002-W17,76,63,139,142,gender
手足口病,2002,17,2002-W17,16,10,26,142,gender
突発性発しん,2002,17,2002-W17,37,40,77,142,gender
ヘルパンギーナ,2002,17,2002-W17,9,10,19,142,gender
流行性耳下腺炎,2002,17,2002-W17,47,44,91,142,gender
川崎病,2002,17,2002-W17,0,0,0,142,gender
インフルエンザ,2015,14,2015-W14,292,288,580,414,gender
RSウイルス感染症,2015,14,2015-W14,21,20,41,262,gender
咽頭結膜熱,2015,14,2015-W14,23,33,56,262,gender
Ａ群溶血性レンサ球菌咽頭炎,2015,14,2015-W14,306,307,613,262,gender
感染性胃腸炎,2015,14,2015-W14,890,871,1761,262,gender
水痘,2015,14,2015-W14,96,90,186,262,gender
手足口病,2015,14,2015-W14,6,11,17,262,gender
突発性発しん,2015,14,2015-W14,73,82,155,262,gender
ヘルパンギーナ,2015,14,2015-W14,4,2,6,262,gender
流行性耳下腺炎,2015,14,2015-W14,33,32,65,262,gender
川崎病,2015,14,2015-W14,0,2,2,262,gender
インフルエンザ,2018,44,2018-W44,43,40,83,412,gender
RSウイルス感染症,2018,44,2018-W44,69,39,108,261,gender
咽頭結膜熱,2018,44,2018-W44,26,27,53,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2018,44,2018-W44,330,263,593,261,gender
感染性胃腸炎,2018,44,2018-W44,693,646,1339,261,gender
水痘,2018,44,2018-W44,46,43,89,261,gender
手足口病,2018,44,2018-W44,184,158,342,261,gender
突発性発しん,2018,44,2018-W44,54,55,109,261,gender
ヘルパンギーナ,2018,44,2018-W44,36,20,56,261,gender
流行性耳下腺炎,2018,44,2018-W44,10,3,13,261,gender
川崎病,2018,44,2018-W44,0,2,2,261,gender
インフルエンザ,2007,20,2007-W20,22,12,34,285,gender
RSウイルス感染症,2007,20,2007-W20,2,2,4,150,gender
咽頭結膜熱,2007,20,2007-W20,56,37,93,150,gender
Ａ群溶血性レンサ球菌咽頭炎,2007,20,2007-W20,218,171,389,150,gender
感染性胃腸炎,2007,20,2007-W20,413,344,757,150,gender
水痘,2007,20,2007-W20,152,123,275,150,gender
手足口病,2007,20,2007-W20,16,8,24,150,gender
突発性発しん,2007,20,2007-W20,67,41,108,150,gender
ヘルパンギーナ,2007,20,2007-W20,13,16,29,150,gender
流行性耳下腺炎,2007,20,2007-W20,27,18,45,150,gender
川崎病,2007,20,2007-W20,1,5,6,150,gender
インフルエンザ,2022,28,2022-W28,3,3,6,405,gender
RSウイルス感染症,2022,28,2022-W28,217,162,379,255,gender
咽頭結膜熱,2022,28,2022-W28,47,25,72,255,gender
Ａ群溶血性レンサ球菌咽頭炎,2022,28,2022-W28,32,23,55,255,gender
感染性胃腸炎,2022,28,2022-W28,675,614,1289,255,gender
水痘,2022,28,2022-W28,11,4,15,255,gender
手足口病,2022,28,2022-W28,342,299,641,255,gender
突発性発しん,2022,28,2022-W28,39,41,80,255,gender
ヘルパンギーナ,2022,28,2022-W28,129,127,256,255,gender
流行性耳下腺炎,2022,28,2022-W28,2,4,6,255,gender
川崎病,2022,28,2022-W28,1,0,1,255,gender
インフルエンザ,2002,5,2002-W05,605,553,1158,178,gender
RSウイルス感染症,2002,5,2002-W05,0,0,0,142,gender
咽頭結膜熱,2002,5,2002-W05,1,6,7,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2002,5,2002-W05,46,57,103,142,gender
感染性胃腸炎,2002,5,2002-W05,703,729,1432,142,gender
水痘,2002,5,2002-W05,75,66,141,142,gender
手足口病,2002,5,2002-W05,3,10,13,142,gender
突発性発しん,2002,5,2002-W05,32,30,62,142,gender
ヘルパンギーナ,2002,5,2002-W05,2,4,6,142,gender
流行性耳下腺炎,2002,5,2002-W05,53,50,103,142,gender
川崎病,2002,5,2002-W05,0,1,1,142,gender
インフルエンザ,2007,9,2007-W09,2737,2733,5470,280,gender
RSウイルス感染症,2007,9,2007-W09,9,3,12,141,gender
咽頭結膜熱,2007,9,2007-W09,11,7,18,141,gender
Ａ群溶血性レンサ球菌咽頭炎,2007,9,2007-W09,187,130,317,141,gender
感染性胃腸炎,2007,9,2007-W09,391,449,840,141,gender
水痘,2007,9,2007-W09,106,90,196,141,gender
手足口病,2007,9,2007-W09,6,5,11,141,gender
突発性発しん,2007,9,2007-W09,41,35,76,141,gender
ヘルパンギーナ,2007,9,2007-W09,2,1,3,141,gender
流行性耳下腺炎,2007,9,2007-W09,14,16,30,141,gender
川崎病,2007,9,2007-W09,1,2,3,141,gender
インフルエンザ,2001,27,2001-W27,0,1,1,178,gender
RSウイルス感染症,2001,27,2001-W27,0,0,0,142,gender
咽頭結膜熱,2001,27,2001-W27,11,10,21,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2001,27,2001-W27,35,26,61,142,gender
感染性胃腸炎,2001,27,2001-W27,125,123,248,142,gender
水痘,2001,27,2001-W27,66,60,126,142,gender
手足口病,2001,27,2001-W27,119,99,218,142,gender
突発性発しん,2001,27,2001-W27,38,40,78,142,gender
ヘルパンギーナ,2001,27,2001-W27,576,510,1086,142,gender
流行性耳下腺炎,2001,27,2001-W27,95,76,171,142,gender
川崎病,2001,27,2001-W27,1,0,1,142,gender
インフルエンザ,2023,46,2023-W46,2622,2460,5082,415,gender
新型コロナウイルス感染症（COVID-19）,2023,46,2023-W46,228,258,486,415,gender
RSウイルス感染症,2023,46,2023-W46,1,2,3,261,gender
咽頭結膜熱,2023,46,2023-W46,489,428,917,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2023,46,2023-W46,669,600,1269,261,gender
感染性胃腸炎,2023,46,2023-W46,776,683,1459,261,gender
水痘,2023,46,2023-W46,35,27,62,261,gender
手足口病,2023,46,2023-W46,100,92,192,261,gender
突発性発しん,2023,46,2023-W46,25,23,48,261,gender
ヘルパンギーナ,2023,46,2023-W46,9,8,17,261,gender
流行性耳下腺炎,2023,46,2023-W46,6,4,10,261,gender
川崎病,2023,46,2023-W46,3,4,7,261,gender
インフルエンザ,2021,6,2021-W06,0,0,0,408,gender
RSウイルス感染症,2021,6,2021-W06,2,2,4,257,gender
咽頭結膜熱,2021,6,2021-W06,15,16,31,257,gender
Ａ群溶血性レンサ球菌咽頭炎,2021,6,2021-W06,45,28,73,257,gender
感染性胃腸炎,2021,6,2021-W06,366,321,687,257,gender
水痘,2021,6,2021-W06,11,9,20,257,gender
手足口病,2021,6,2021-W06,0,4,4,257,gender
突発性発しん,2021,6,2021-W06,55,49,104,257,gender
ヘルパンギーナ,2021,6,2021-W06,0,0,0,257,gender
流行性耳下腺炎,2021,6,2021-W06,3,3,6,257,gender
川崎病,2021,6,2021-W06,3,1,4,257,gender
インフルエンザ,2013,13,2013-W13,188,238,426,416,gender
RSウイルス感染症,2013,13,2013-W13,22,24,46,263,gender
咽頭結膜熱,2013,13,2013-W13,34,33,67,263,gender
Ａ群溶血性レンサ球菌咽頭炎,2013,13,2013-W13,308,263,571,263,gender
感染性胃腸炎,2013,13,2013-W13,1172,1080,2252,263,gender
水痘,2013,13,2013-W13,95,84,179,263,gender
手足口病,2013,13,2013-W13,12,7,19,263,gender
突発性発しん,2013,13,2013-W13,81,78,159,263,gender
ヘルパンギーナ,2013,13,2013-W13,1,1,2,263,gender
流行性耳下腺炎,2013,13,2013-W13,21,16,37,263,gender
川崎病,2013,13,2013-W13,0,4,4,263,gender
インフルエンザ,2021,35,2021-W35,0,0,0,410,gender
RSウイルス感染症,2021,35,2021-W35,131,104,235,258,gender
咽頭結膜熱,2021,35,2021-W35,13,6,19,258,gender
Ａ群溶血性レンサ球菌咽頭炎,2021,35,2021-W35,22,22,44,258,gender
感染性胃腸炎,2021,35,2021-W35,286,281,567,258,gender
水痘,2021,35,2021-W35,6,13,19,258,gender
手足口病,2021,35,2021-W35,8,4,12,258,gender
突発性発しん,2021,35,2021-W35,51,50,101,258,gender
ヘルパンギーナ,2021,35,2021-W35,23,20,43,258,gender
流行性耳下腺炎,2021,35,2021-W35,7,6,13,258,gender
川崎病,2021,35,2021-W35,0,3,3,258,gender
インフルエンザ,2000,49,2000-W49,18,11,29,178,gender
RSウイルス感染症,2000,49,2000-W49,0,0,0,142,gender
咽頭結膜熱,2000,49,2000-W49,4,8,12,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2000,49,2000-W49,36,42,78,142,gender
感染性胃腸炎,2000,49,2000-W49,628,615,1243,142,gender
水痘,2000,49,2000-W49,103,86,189,142,gender
手足口病,2000,49,2000-W49,28,20,48,142,gender
突発性発しん,2000,49,2000-W49,29,40,69,142,gender
